имя,фамилия,год рождения,место проживания,место работы,средняя зарплата в год,образование,судимости
Айнура,Сидоров,2002,Париж,Школа №1,73247,Магистр,нету
Carlos,Зайцев,1957,Санкт-Петербург,Нет места работы,31419,Среднее специальное,есть
Yuki,Воробьев,1958,Кант,ИП Сидоров,70043,Магистр,нету
Андрей,Brown,2002,Санкт-Петербург,Нет места работы,70598,Бакалавр,нету
Дмитрий,Сидоров,1963,Пекин,Университет,43263,Среднее,нету
James,Жолдошев,1996,Бишкек,Школа №1,53592,Бакалавр,нету
Мээрим,Smith,1948,Каракол,GreenFarm,38918,Неполное высшее,нету
Юлия,Эргешов,1948,Новосибирск,Школа №1,55849,Бакалавр,нету
Марина,Шаршеев,1962,Мехико,IT Studio,37305,Среднее,нету
Элина,Martinez,2006,Санкт-Петербург,ИП Сидоров,78519,Магистр,нету
Carlos,Сидоров,1975,Кант,MegaCorp,74938,Бакалавр,нету
Михаил,Михайлов,1997,Пекин,ГК Ромашка,31710,Среднее,нету
Марина,Сергеев,1945,Санкт-Петербург,ИП Сидоров,45926,Среднее специальное,нету
Алиса,Smith,1961,Казань,ООО Строй,75655,Бакалавр,нету
Айнура,Rahman,1972,Новосибирск,Банк,39078,Среднее,нету
Елена,Павлов,1970,Баку,Ферма,91237,Доктор,нету
Егор,Карабаев,1963,Сеул,IT Studio,27414,Неполное высшее,есть
Noah,White,1941,Кант,MegaCorp,80111,Магистр,нету
Софья,Соколов,1962,Бишкек,GreenFarm,28268,Среднее специальное,есть
Айгерим,Исаев,1961,Мадрид,Медцентр,50173,Среднее специальное,нету
Emma,Егоров,2008,Екатеринбург,нет места работы,0,Бакалавр,нету
Liu,Нурматов,1965,Нарын,Фабрика,43898,Среднее,нету
Yuki,White,1993,Пекин,Нет места работы,33554,Неполное высшее,нету
Кирилл,Лебедев,1952,Баку,Салон Красоты,67067,Бакалавр,нету
Carlos,Орлов,1958,Стамбул,Нет места работы,54394,Бакалавр,нету
Виктор,Nguyen,1942,Нарын,Нет места работы,73003,Бакалавр,нету
Эрмек,Воробьев,2006,Токтогул,АО Техно,74139,Магистр,нету
Светлана,Морозов,2004,Мехико,Нет места работы,73121,Магистр,нету
Бегимай,Козлов,1982,Новосибирск,Школа №1,36883,Среднее специальное,нету
Светлана,Thomas,2003,Нарын,Университет,41416,Среднее специальное,нету
Emma,Кадыров,1973,Мадрид,Салон Красоты,34937,Неполное высшее,нету
Максим,Chen,1992,Тбилиси,Банк,47088,Среднее специальное,нету
Наталья,Gonzalez,1987,Тбилиси,Нет места работы,30563,Среднее,нету
Азамат,Шаршеев,1958,Талас,MegaCorp,79034,Магистр,нету
Michael,Павлов,1992,Пекин,Университет,36648,Среднее специальное,нету
Андрей,Васильев,1942,Сеул,Нет места работы,39063,Бакалавр,есть
Juan,Thomas,1991,Москва,ГК Ромашка,46349,Среднее специальное,нету
Нурия,Rodriguez,1961,Тбилиси,MegaCorp,36155,Среднее,нету
Асель,Морозов,1999,Казань,ООО Строй,112640,Доктор,нету
Светлана,Martinez,1961,Санкт-Петербург,Нет места работы,88158,Магистр,нету
Бегимай,Кудрявцев,1955,Талас,АО Техно,52336,Бакалавр,нету
Марина,Киселев,2007,Талас,Салон Красоты,90113,Доктор,нету
Ольга,Зайцев,1940,Чолпон-Ата,Нет места работы,74443,Магистр,нету
Ольга,Козлов,1951,Талас,GreenFarm,33472,Среднее,нету
Ahmed,Сатыбалдиев,1988,Кызыл-Кыя,Фабрика,50645,Среднее специальное,нету
Carlos,Семенов,1993,Казань,АО Техно,30338,Среднее,нету
Maria,Сафонов,1990,Чолпон-Ата,ТранспортСервис,44144,Среднее специальное,нету
Николай,Kim,1948,Москва,Школа №1,43579,Среднее,нету
Aisha,Lopez,2009,Кызыл-Кыя,нет места работы,0,Неполное высшее,нету
William,Wang,1963,Новосибирск,Ресторан,33966,Среднее,нету
Чыңгыз,Сатыбалдиев,1997,Санкт-Петербург,Медцентр,57711,Магистр,есть
William,Singh,1996,Жалал-Абад,ИП Сидоров,68932,Магистр,нету
Егор,Киселев,1987,Санкт-Петербург,Ферма,41323,Среднее,нету
Mehmet,Hernandez,1972,Кант,Компания А,30131,Среднее специальное,есть
Robert,Taylor,2007,Сеул,Университет,84129,Магистр,нету
Каныкей,Мамытов,1982,Сеул,Медцентр,58262,Бакалавр,нету
Татьяна,Титов,1944,Астана,Медцентр,55535,Бакалавр,нету
Noah,Бектуров,1964,Ереван,АО Техно,37848,Среднее специальное,нету
Светлана,Исаев,1978,Токтогул,АО Техно,34430,Неполное высшее,нету
Emma,Жолдошев,1945,Токтогул,ГК Ромашка,45652,Среднее специальное,нету
Liu,Орлов,1957,Жалал-Абад,GreenFarm,68979,Бакалавр,нету
Sophia,Кузнецов,1962,Мадрид,GreenFarm,30553,Неполное высшее,есть
Ксения,Жолдошев,1998,Лондон,Нет места работы,58227,Бакалавр,нету
Элина,Jackson,1966,Мехико,Нет места работы,42196,Среднее,нету
Виктор,Морозов,1957,Алматы,Ресторан,45562,Бакалавр,есть
Айбек,Smith,1977,Талас,Университет,51850,Среднее специальное,нету
Артур,Сатыбалдиев,2005,Сеул,Ферма,60482,Бакалавр,нету
Станислав,Султанов,1988,Алматы,IT Studio,38375,Неполное высшее,нету
Ксения,Гусев,1966,Талас,Ресторан,63308,Магистр,нету
James,Gonzalez,1963,Кызыл-Кыя,АО Техно,81435,Магистр,нету
David,Иванов,2006,Жалал-Абад,IT Studio,36601,Среднее специальное,нету
Татьяна,Бектуров,2007,Мехико,Global Tech,49959,Магистр,есть
Ali,Павлов,2002,Мехико,MegaCorp,37156,Бакалавр,есть
Владимир,Martinez,1997,Париж,Нет места работы,34780,Среднее,нету
Иван,Martin,1966,Стамбул,Банк,36634,Среднее специальное,нету
Павел,Smith,1971,Стамбул,Global Tech,44161,Среднее,нету
Noah,Harris,1950,Токио,Нет места работы,33465,Среднее,нету
James,Абдыкадыров,1951,Токио,ГК Ромашка,65644,Бакалавр,нету
David,Jackson,2007,Нарын,Фабрика,37119,Среднее специальное,нету
Carlos,Киселев,1992,Берлин,Нет места работы,62409,Бакалавр,нету
Владимир,Семенов,1957,Екатеринбург,ТранспортСервис,31962,Среднее,нету
Maria,Сидоров,1991,Стамбул,Нет места работы,33100,Среднее,нету
Айбек,Hernandez,1959,Баку,Салон Красоты,82196,Магистр,нету
Sophia,Gonzalez,1975,Бишкек,ГК Ромашка,35474,Неполное высшее,нету
Robert,Павлов,1956,Нью-Йорк,Нет места работы,36247,Среднее специальное,нету
Жаныбек,Нурматов,2004,Екатеринбург,Global Tech,47022,Среднее специальное,нету
Елена,Lopez,1952,Нью-Йорк,Ферма,40417,Среднее,нету
Emma,Hernandez,1949,Тбилиси,Салон Красоты,44536,Среднее специальное,нету
Жаныбек,Беляев,1955,Москва,Ресторан,31155,Среднее,нету
Алексей,Новиков,1957,Астана,ТранспортСервис,56240,Бакалавр,нету
